Facility Name,District,Amount Paid,Claim Month,Payment Date
ANTO CHPS COMPOUND,MPOHOR WASSA EA,1895.30,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
ANTO CHPS COMPOUND,MPOHOR WASSA EA,2684.84,PAYMENT OF CLAIMS FOR DEC-25,01-Jul-2026
ANTOAKROM HEALTH CENTRE,AMANSIE WEST,16333.75,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
ANTOBAM CHPS,AMENFIMAN,320.38,PAYMENT OF CLAIMS FOR OCT-25,01-Jul-2026
ANTOBAM CHPS,AMENFIMAN,157.52,PAYMENT OF CLAIMS FOR AUG-25,01-Jul-2026
ANTOBAM CHPS,AMENFIMAN,445.83,PAYMENT OF CLAIMS FOR NOV-25,01-Jul-2026
ANTOBAM CHPS,AMENFIMAN,367.87,PAYMENT OF CLAIMS FOR DEC-25,01-Jul-2026
ANTOBAM CHPS,AMENFIMAN,388.75,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
ANTOBAM CHPS,AMENFIMAN,765.98,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
ANTOBAM CHPS,AMENFIMAN,362.56,PAYMENT OF CLAIMS FOR SEP-25,01-Jul-2026
ANUM APAPAM HEALTH CENTRE/CHPS,SUHUM KRA C,17982.99,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
ANUM HEALTH CENTRE,WEST AKIM,28868.55,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
ANWIAFUTU CHPS COMPOUND,AOWIN-SUAMAN,1097.24,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
ANWIAFUTU CHPS COMPOUND,AOWIN-SUAMAN,1486.28,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
ANWONA CHPS COMPOUN,ADANSI NORTH,1719.67,PAYMENT OF CLAIMS FOR FEB. 2026,01-Jul-2026
ANYAANO CHPS COMPOUND,AHANTAMAN,503.51,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
ANYABONI HEALTH CENTRE,MANYA KROBO DMH,7489.89,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
ANYABONI HEALTH CENTRE,MANYA KROBO DMH,6619.67,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
ANYAMAM HEALTH CENTRE,DANGME E,17839.98,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
ANYAMAM HEALTH CENTRE,DANGME E,19686.70,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
ANYAMAM HEALTH CENTRE,DANGME E,19812.88,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
ANYANSO CHPS,AMANSIE EAST,998.75,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
ANYANSO CHPS,AMANSIE EAST,3127.26,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
ANYANUI HEALTH CENTRE,KETA,11495.24,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
ANYANUI HEALTH CENTRE,KETA,14203.64,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
ANYINABRIM HEALTH CENTRE,SEFWI WIAWSO,2630.34,PAYEMNT OF CLAIMS FOR DEC-25,01-Jul-2026
ANYINABRIM HEALTH CENTRE,SEFWI WIAWSO,2068.39,PAYEMNT OF CLAIMS FOR JAN-26,01-Jul-2026
ANYINABRIM HEALTH CENTRE,SEFWI WIAWSO,2509.73,PAYMENT OF CLAIMS FOR MAY-25,01-Jul-2026
ANYINABRIM HEALTH CENTRE,SEFWI WIAWSO,2008.52,PAYEMNT OF CLAIMS FOR OCT-25,01-Jul-2026
ANYINABRIM HEALTH CENTRE,SEFWI WIAWSO,2136.18,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
ANYINABRIM HEALTH CENTRE,SEFWI WIAWSO,2634.73,PAYMENT OF CLAIMS FOR MAR-25,01-Jul-2026
ANYINABRIM HEALTH CENTRE,SEFWI WIAWSO,1995.98,PAYEMNT OF CLAIMS FOR NOV-25,01-Jul-2026
ANYINABRIM HEALTH CENTRE,SEFWI WIAWSO,5087.60,PAYEMNT OF CLAIMS FOR SEP-25,01-Jul-2026
ANYINAM CHPS(BIRIM SOUTH),BIRIM SOUTH,1696.06,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
ANYINAM CHPS(BIRIM SOUTH),BIRIM SOUTH,2134.35,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
ANYINAM HEALTH CENTRE,ATIWA,30279.39,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
ANYINASE HEALTH CENTRE (EASTERN),BIRIM NORTH,7295.58,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
ANYINASU CHPS (BA),BEREKUM,1824.27,ACCRUAL OF UNVETTED CLAIMS FOR DEC-25,01-Jul-2026
ANYIRAWASE,HO,3843.25,PAYMENT OF CLAIM FOR MAR-26,01-Jul-2026
APAATANGA CHPS COMPOUND,BONGO,7017.93,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
APAPAM CHPS COMPOUND,EAST AKIM,2974.46,PAYMENT OF CLAIM FOR APR-26,01-Jul-2026
APATRAPA HEALTH CENTRE,BANTAMA,29840.06,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
APAU WAWASE CHPS,SUHUM KRA C,1123.22,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
APAU WAWASE CHPS,SUHUM KRA C,1324.19,PAYMENT OF CLAIMS FOR FEB. 2026,01-Jul-2026
APEGUSO HEALTH CENTRE,ASUOGYAMAN,12633.22,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
APEGUSO HEALTH CENTRE,ASUOGYAMAN,17273.18,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
APEGUSO HEALTH CENTRE,ASUOGYAMAN,12691.28,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
APERADE HEALTH CENTRE,BIRIM SOUTH,26150.68,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
APESIKA RURAL CLINIC,KINTAMPO S,26764.94,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
APIMENYIM-BANSO CHPS COMPOUND,AHANTAMAN,1030.66,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
APIMENYIM-BANSO CHPS COMPOUND,AHANTAMAN,485.78,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
APINAMANG CHPS,KWAEBIBIREM,6294.53,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
APIREDE CHPS COMPOUND,AKUAPEM N,4989.59,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
APLAKU HEALTH CENTRE,WEIJA,6060.55,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
APLAKU HEALTH CENTRE,WEIJA,8258.28,PAYMENT OF CLAIMS FOR OCT-25,01-Jul-2026
APOLI HEALTH CENTRE,BIRIM SOUTH,9489.66,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
APONAPONOSO CHPS COMPOUND,AHAFO ANO SOUTH,1090.76,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
APONOAPONO CHPS,SUHUM KRA C,2443.93,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
APOTOYOWA CHPS COMPOUND,ASUTIFI,4772.94,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
APOWA HEALTH CENTRE,AHANTAMAN,19169.63,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
APPEADEM CHPS COMPOUND,BIRIM SOUTH,461.36,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
APPEADEM CHPS COMPOUND,BIRIM SOUTH,532.55,PAYMENT OF CLAIMS FOR MAR. 2026,01-Jul-2026
APPIAH NKWANTA CHPS ZONE,WASSA AMENFI E,829.23,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
APPIAHKROM CHPS COMPOUND (AOWIN),AOWIN-SUAMAN,1368.46,PAYMENT OF CLAIMS FOR MAR. 2026,01-Jul-2026
APPIAHKROM CHPS COMPOUND (AOWIN),AOWIN-SUAMAN,1142.51,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
APPOLONIA HEALTH CENTRE,TEMA,4748.48,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
APREKU CHPS,DENKYEMBOUR,2281.70,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
APUTUOGYA CHPS COMPOUND,BOSOMTWE-ATWIMA,821.43,PAYMENT OF CLAIMS FOR FEB. 2026,01-Jul-2026
APUTUOGYA CHPS COMPOUND,BOSOMTWE-ATWIMA,1037.92,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
APUWONGO CHPS,BONGO,1901.74,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
APUWONGO CHPS,BONGO,2100.87,PAYMENT OF CLAIM FOR MAR-26,01-Jul-2026
ARIGU CHPS COMPOUND,WEST MAMPRUSI,3203.46,PAYMENT OF CLAIM FOR APR-26,01-Jul-2026
ARMY RECRUITS TRAINING SCHOOL MEDICAL CENTRE,DANGME WEST,2450.10,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
ARMY RECRUITS TRAINING SCHOOL MEDICAL CENTRE,DANGME WEST,3039.90,ACCRUAL OF UNVETTED CLAIMS FOR SEPT-25,01-Jul-2026
ASAAM HEALTH CENTRE,SEKYERE WEST,5867.85,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
ASABIDIE CHPS ZONE,BIRIM NORTH,1199.97,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
ASADAME HEALTH CENTRE,KETA,4146.77,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
ASAFO HEALTH CENTER,EAST AKIM,31133.49,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
ASAFORA CHPS,MFANTSIMAN,4169.43,PAYMENT OF CLAIMS FOR FEB.-26,01-Jul-2026
ASAMAMA CHPS COMPOUND,ATIWA,4596.62,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
ASAMANG TAMFOE CHPS,AMANSIE WEST,8400.45,PAYMENT OF CLAIMS FOR MAY-26,01-Jul-2026
ASAMANG TAMFOE CHPS,AMANSIE WEST,7005.77,PAYMENT OF CLAIMS FOR APRIL-26,01-Jul-2026
ASAMANKESE HEALTH CENTRE,WEST AKIM,88461.73,PAYMENT OF CLAIMS FOR MARCH-26,01-Jul-2026
ASANKRAN BREMAN CHPS,AMENFIMAN,6659.99,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
ASANKRANGWA CHPS,AMENFIMAN,4164.28,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
ASANTEKROM CHPS,JAMAN N,13427.82,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
ASANTEKROM CHPSCOMPOUND (AOWIN),AOWIN-SUAMAN,702.76,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
ASANTEKROM CHPSCOMPOUND (AOWIN),AOWIN-SUAMAN,1303.73,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
ASANTEKWA CHPS,KINTAMPO N,8765.31,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
ASANTEMANG CHPS,BIRIM SOUTH,2514.59,PAYMENT OF CLAIM FOR APR-26,01-Jul-2026
ASANYASU CHPS,AFRAM PLANS HIS,8552.03,PAYMENT OF CLAIMS FOR FEB.-26,01-Jul-2026
ASANYASU CHPS,AFRAM PLANS HIS,9189.78,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
ASARE HEALTH CENTRE,JAMAN SOUTH HIS,12140.83,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
ASAREKROM CHPS,SUHUM,1231.82,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
ASAREKWA CHPS COMPOUND,ASIKUMA ODOBEN,410.35,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
ASAREKWA CHPS COMPOUND,ASIKUMA ODOBEN,580.72,PAYMENT OF CLAIMS FOR MAR. 2026,01-Jul-2026
KPANASHEI CHPS ZONE,GUSHEGU,1433.64,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KPANDO HEALTH CENTRE,KPANDO,39685.22,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KPANDO HEALTH CENTRE,KPANDO,42442.42,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KPAREKPARE CHPS ZONE,KRACHI EAST,6861.84,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KPASENKPE HEALTH CENTRE,WEST MAMPRUSI,23148.80,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KPATCHU CHPS,KRACHI WEST,2662.67,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
KPATCHU CHPS,KRACHI WEST,1898.46,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
KPATIA CHPS COMPOUND,TALENSI NAB,1717.14,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KPATIA CHPS COMPOUND,TALENSI NAB,1753.62,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KPATINGA HEALTH CENTRE,GUSHEGU,15703.37,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KPEBE CHPS ZONE,KPANDO,1761.57,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
KPEDZE HEALTH CENTRE,HO,21454.11,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
KPEGU CHPS,SABOBA DISTRICT,3518.53,PAYMENT OF CLAIM FOR MAR-26,01-Jul-2026
KPENDUA CHPS,TOLON/KUMBUNGU,3522.05,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
KPERISI CHPS COMPOUND,WA MUNICIPAL,17340.41,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KPESHIE MATERNITY HOME,KPESHIE SUB-MET,986.47,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
KPETOE HEALTH CENTRE,ADAKLU-ANY,19861.85,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
KPETOE HEALTH CENTRE,ADAKLU-ANY,31815.18,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KPEVE HEALTH CENTRE.,HOHOE,12804.91,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
KPIKPIRA HEALTH CENTRE,GARU,13326.46,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KPINJING CHPS,SAGNARIGU,2170.66,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KPINKPANYOUNG CHPS COMPOUND,GARU,315.69,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KPIRI CHPS COMPOUND,WEST GONJA,301.43,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KPODZIVI CHPS,AKATSI,1424.70,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
KPODZIVI CHPS,AKATSI,562.18,PAYMENT OF CLAIMS FOR MAR. 2026,01-Jul-2026
KPOETA CHPS COMPOUND,HO,4389.77,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KPOGADZI CHPS ZONE,NORTH TONGU,406.25,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KPOGADZI CHPS ZONE,NORTH TONGU,308.38,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
KPOGLU CHPS ZONE,KETU,13094.99,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KPOGLU CHPS ZONE,KETU,12819.23,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KPOMKPO CHPS COMPOUND,NORTH TONGU,968.35,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
KPOMKPO CHPS COMPOUND,NORTH TONGU,937.89,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KPONE BAWALESHIE HEALTH CENTRE,TEMA,5329.33,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KPONE HEALTH CENTRE,TEMA,61674.74,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
KPONG HEALTH CENTRE,MANYA KROBO,15863.94,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KPONG HEALTH CENTRE,MANYA KROBO,19382.67,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KPONG HEALTH CENTRE,MANYA KROBO,17002.60,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
KPONG WEST CHPS COMPOUND,MANYA KROBO,1761.36,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KPONGU CHPS,WA MUN,8585.98,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KPONKPA CHPS COMPOUND,KADJEBI,505.65,PAYMENT OF CLAIMS FOR JAN. 2026,01-Jul-2026
KPONKPA CHPS COMPOUND,KADJEBI,826.15,PAYMENT OF CLAIMS FOR FEB. 2026,01-Jul-2026
KPOVIADZI HEALTH CENTRE,NORTH TONGU,2787.48,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KPUNKPANO CHPS,YENDI,827.34,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
KRABOKESE CHPS,SUHUM KRABOA CO,9466.12,PAYMENT OF CLAIMS FOR MAY-26,01-Jul-2026
KRABOKESE CHPS,SUHUM KRABOA CO,8285.50,PAYMENT OF CLAIMS FOR APRIL-26,01-Jul-2026
KRAKROM HEALTH CENTRE,DORMAA W,11354.11,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KRAMOKROM CHPS (Ashanti),ASANTE AKIM NOR,8004.59,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KRISPOL CHPS COMPOUND,AWUTU-EFFUTU-SE,896.84,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
KROBO CHPS COMPOUND,PRU,1268.96,PAYMENT OF CLAIMS FOR JAN. 2026,01-Jul-2026
KRODUA CHPS,WEST AKIM,2198.36,PAYMENT OF CLAIMS FOR OCT-25,01-Jul-2026
KRODUA CHPS,WEST AKIM,2381.84,ACCRUAL OF UNVETTED CLAIMS FOR NOV-25,01-Jul-2026
KROFOFORDO CHPS COMPOUND,OGUAMAN,1011.91,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KROFROM HEALTH CENTRE,BOSOMTWE-ATWIMA,17056.42,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KUANO CHPS,SUHUM KRA C,5229.82,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KUANO CHPS,SUHUM KRA C,6494.44,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KUBORE HEALTH CENTRE,BAWKU WEST,7258.07,PAYMENT OF CLAIMS FOR APRIL-26,01-Jul-2026
KUBOUGO CHPS,BAWKU WEST,7191.41,ACCRUAL OF UNVETTED CLAIMS FOR OCT-25,01-Jul-2026
KUDANI CHPS,CHEREPONI,5092.86,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KUGASHIEGU CHPS CENTRE,GARU,590.40,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KUKA CHPS,BAWKU MUN,7811.74,CLAIMS PAYMENT FOR AUG-25,01-Jul-2026
KUKPALIGU HEALTH CENTRE,ZABZUGU/TATALE,31026.44,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KUKUA CHPS COMPOUND,SUHUM KRA C,3464.06,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KUKUA CHPS COMPOUND,SUHUM KRA C,3334.95,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KUKUO CHPS COMPOUND,NANUMBA S,7472.16,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KUKURANTUMI CHPS,EAST AKIM,8411.19,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KULAA CHPS,SAGNARIGU,1203.82,PAYMENT OF CLAIMS FOR MAR. 2026,01-Jul-2026
KULAA CHPS,SAGNARIGU,1751.89,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
KULBIA CHPS COMPOUND,BOLGA MHIS,1707.47,PAYMENT OF CLAIMS FOR MAR. 2026,01-Jul-2026
KULI CHPS COMPOUND,TOLON KUMBUNGU,1304.46,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
KULIYA CHPS,KASENA-NAN,1396.82,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
KULKPALI HEALTH CENTER,WA WEST,2448.14,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
KULKPALI HEALTH CENTER,WA WEST,3691.80,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KULPELIGA CHPS COMPOUND,TALENSI NABDOM,2108.59,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
KULPI CHPS ZONE,EAST GONJA,5578.06,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KULUN CHPS,WA EAST,669.91,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
KULUNGUGU HEALTH CENTRE,PUSIGA,48645.15,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KULUNGUNGU HEALTH CENTRE,PUSIGA,30264.45,ACCRUAL OF UNVETTED CLAIMS FOR OCT-25,01-Jul-2026
KULUNGUNGU HEALTH CENTRE,PUSIGA,22330.58,ACCRUAL OF UNVETTED CLAIMS FOR DEC-25,01-Jul-2026
KULUNGUNGU HEALTH CENTRE,PUSIGA,24160.67,ACCRUAL OF UNVETTED CLAIMS FOR NOV-25,01-Jul-2026
KUMAWU GOVERNMENT POLYCLINIC,SEKYERE EAST-EF,217444.94,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
KUMAWU GOVERNMENT POLYCLINIC,SEKYERE EAST-EF,212407.16,PAYMENT OF CLAIMS FOR MAR- 26,01-Jul-2026
KUMBIEHI CHPS,WA MUNICIPAL,8304.36,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KUMBUNGU HEALTH CENTRE,TOLON/KUMBUNGU,18249.17,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KUNCHOGU HEALTH CENTRE,SISSALA EAST,6966.74,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KUNDANALI CHPS ZONE,SAVELUGU / NANT,4557.68,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KUNDUGU HEALTH CENTRE,WA EAST,8687.82,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KUNDUGU HEALTH CENTRE,WA EAST,7686.13,ACCRUAL OF UNVETTED CLAIMS FOR DEC-25,01-Jul-2026
KUNKUA CHPS COMPOUND,BOLGA,584.51,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
KUNKUA CHPS COMPOUND,BOLGA,1759.79,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KUNKWA CHPS COMPOUND,W MAMPRUSI,14156.44,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KUNKWAK CHPS COMPOUND,BUILSA,4657.51,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
KUNSU HEALTH CENTRE,AHAFO ANO SOUTH,18933.86,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
KUNTENASE CHPS,BIRIM NORTH DMH,4774.03,PAYMENT OF CLAIMS FOR MAY-26,01-Jul-2026
KUNTENASE CHPS,BIRIM NORTH DMH,2946.59,PAYMENT OF CLAIM FOR APR-26,01-Jul-2026
KUNTU CHPS,MFANTSIMAN,1560.31,PAYMENT OF CLAIMS FOR FEB. 2026,01-Jul-2026
KUNTULO CHPS,SISSALA WEST,2428.88,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KURAWURA CHPS,KINTAMPO N,9336.78,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KUROBOI CHPS COMPOUND,SISSALA EAST,1650.15,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KURUGU CHPS COMPOUND,KASENA-NAN,454.45,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KUSAWGU HEALTH CENTRE,CENTRAL GONJA,8907.80,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
KUSHEA HEALTH CENTRE,ASSIN NORTH,8592.91,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KUSI CHPS,KWAEBIBIREM,7202.60,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KUSINJAN CHPS COMPOUND,SISSALA EAST,369.06,PAYMENT OF CLAIMS FOR DEC-25,01-Jul-2026
KUSINJAN CHPS COMPOUND,SISSALA EAST,539.78,ACCRUAL OF UNVETTED CLAIMS FOR NOV-25,01-Jul-2026
KUTE HEALTH CENTRE,JASIKAN,3639.36,PAYMENT OF CLAIM FOR MAR-26,01-Jul-2026
KUUKYELEYIRI CHPS COMPOUND,WA WEST,1768.42,PAYMENT OF CLAIMS FOR MAR. 2026,01-Jul-2026
KUZIE CHPS COMPOUND,WA WEST,1334.76,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KWABENA DWOMOKROM HEALTH CENTRE,DORMAA,34452.36,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KWABENA NARTEY CHPS,AOWIN-SU,2348.70,PAYMENT OF CLAIM FOR APR-26,01-Jul-2026
KWABENG HEALTH CENTRE,ATIWA,25429.65,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
KWABENG HEALTH CENTRE,ATIWA,27005.41,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KWABINA KUMA CHPS COMPOUND,SUNYANI W,10908.30,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KWABOANTA CHPS,SUHUM KRA C,8353.05,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KWADOEGYA CHPS COMPOUND,ABURA-ASEBU-K,17291.16,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
KWADWOHUM/ABREHO CHPS,SUHUM KRA C,2094.83,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KWADWOHUM/ABREHO CHPS,SUHUM KRA C,1323.13,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KWAE CHPS,KWAEBIBIREM,8057.59,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KWAGYEKROM CHPS COMPOUND,OFFINSOMAN,632.76,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KWAHU PRASO PRESBY HEALTH CENTER,OKWAWUMAN HIS S,35543.58,ACCRUAL OF UNVETTED CLAIMS FOR NOV-25,01-Jul-2026
KWAKU BOAH CHPS,AMENFIMAN,2888.63,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
KWAKU BOAH CHPS,AMENFIMAN,3246.00,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
KWAKU BOAH CHPS,AMENFIMAN,1801.74,PAYMENT OF CLAIMS FOR DEC-23,01-Jul-2026
KWAKU BOAH CHPS,AMENFIMAN,3834.54,PAYMENT OF CLAIM FOR MAR-26,01-Jul-2026
KWAKU BOAH CHPS,AMENFIMAN,2795.71,PAYMENT OF CLAIMS FOR oct-25,01-Jul-2026
KWAKU BOAH CHPS,AMENFIMAN,3527.47,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
KWAKU-DUAH CHPS COMPOUND,ASUNAFO NORTH,3661.65,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
KWAKU-DUAH CHPS COMPOUND,ASUNAFO NORTH,3477.34,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
